index,start_expression,halide_result,halide_time
1215,( min ( - ( * ( / v0 128 ) 2 ) 1 ) ( * ( / v0 128 ) 2 ) ),( - ( * ( / v0 128 ) 2 ) 1 ),7
1216,( min ( + ( * ( / ( - v0 1 ) 64 ) 64 ) v1 ) ( - ( + v0 v1 ) 64 ) ),( - ( + v0 v1 ) 64 ),30
1217,( / ( - v0 194 ) 64 ),( / ( - v0 194 ) 64 ),3
1218,( - ( + ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) 1 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ),( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 22 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ),10
1219,( max ( - ( max ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) 2 ) 1 ) ) 2 ) ) 1 ) ( + 7 ( - ( + v0 v1 ) 8 ) ) ),( - ( max ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) 2 ) 1 ) ) 2 ) ( + v0 v1 ) ) 1 ),68
1220,( + ( - ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ) 8 ),( + ( - ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ) 8 ),9
1221,( min ( - v0 v1 ) v2 ),( min ( - v0 v1 ) v2 ),4
1222,( + ( max ( min ( + v0 ( * 2 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),( + ( max ( - ( min ( + v0 3 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),20
1223,( + 0 ( min ( - v0 7 ) v1 ) ),( min ( - v0 7 ) v1 ),7
1224,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),4
1225,( + ( / ( - v0 v1 ) 8 ) 1 ),( + ( / ( - v0 v1 ) 8 ) 1 ),14
1226,( min ( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ) ( + ( * ( + 0 ( min ( - v0 7 ) v1 ) ) 2 ) 2 ) ),( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ),8
1227,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 2 ),( / ( + ( + v0 v1 ) 1 ) 4 ),6
1228,( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * v2 2 ) 127 ) ) 128 ) ) v3 ),( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * v2 2 ) 127 ) ) 128 ) ) v3 ),7
1229,( max ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 1 ) ( - ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 1 ) ),( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 1 ),7
1230,( + ( - ( + ( max ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 3 ) ) 4 ) ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ) 1 ),( + ( - ( max ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 3 ) ) ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ) 5 ),29
1231,( / ( / v0 2 ) 2 ),( / v0 4 ),2
1232,( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) ( * ( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ) 2 ) ),( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ),8
1233,( / ( - ( + v0 v1 ) 42 ) 16 ),( / ( - ( + v0 v1 ) 42 ) 16 ),4
1234,( + ( - ( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ) ) 1 ),( + ( - ( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ) ) 1 ),61
1235,( min ( - ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 1 ) ( + ( * ( + 0 ( min ( - v2 7 ) v3 ) ) 2 ) 1 ) ),( - ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 1 ),12
1236,( max ( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ) ( + 7 ( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ) ) ),( max ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) ( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ) ),47
1237,( / ( + ( + v0 v1 ) 3 ) 4 ),( / ( + ( + v0 v1 ) 3 ) 4 ),5
1238,( + ( - v0 v1 ) 8 ),( + ( - v0 v1 ) 8 ),10
1239,( + ( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ) 1 ),( + ( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ) 1 ),54
1240,( / ( + ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ) 8 ),( + ( / ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ) 1 ),11
1241,( + ( * ( + v0 v1 ) v2 ) ( - v3 v4 ) ),( + ( * ( + v0 v1 ) v2 ) ( - v3 v4 ) ),4
1242,( + ( - ( - ( max ( max ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) 63 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) ) 2 ) 3 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) 1 ) ( min ( min ( min ( min ( * ( min ( - v0 63 ) v1 ) 2 ) ( - ( * ( min ( min ( - ( min v0 v2 ) 63 ) v3 ) v1 ) 2 ) 1 ) ) ( - ( + ( min v4 256 ) v5 ) 256 ) ) ( - v6 8 ) ) v7 ) ) 1 ),( - ( max ( max ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) 63 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) ) 2 ) 3 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) ( min ( min ( min ( min ( * ( min ( - v0 63 ) v1 ) 2 ) ( - ( * ( min ( min ( - ( min v0 v2 ) 63 ) v3 ) v1 ) 2 ) 1 ) ) ( - ( + ( min v4 256 ) v5 ) 256 ) ) ( - v6 8 ) ) v7 ) ),50
1243,( min ( min ( - v0 31 ) v1 ) ( - ( min ( / ( + ( min v2 64 ) v3 ) 8 ) ( + ( * ( min ( - v4 31 ) v5 ) 2 ) 7 ) ) 8 ) ),( min ( min ( - v0 31 ) v1 ) ( - ( min ( / ( + ( min v2 64 ) v3 ) 8 ) ( + ( * ( min ( - v4 31 ) v5 ) 2 ) 7 ) ) 8 ) ),10
1244,( min v0 ( - ( * v1 2 ) 1 ) ),( min ( - ( * v1 2 ) 1 ) v0 ),4
1245,( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),34
1246,( max ( min ( + 7 ( min ( + ( * ( / ( - ( - v0 v1 ) 1 ) 8 ) 8 ) v1 ) ( - v0 8 ) ) ) ( - ( + v2 v3 ) 1 ) ) v3 ),( max ( - ( min ( min ( + ( + ( * ( / ( - ( - v0 v1 ) 1 ) 8 ) 8 ) v1 ) 8 ) v0 ) ( + v2 v3 ) ) 1 ) v3 ),21
1247,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 1 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ),43
1248,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 62 ) 4 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 4 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 15 ) ) 16 ) ) ( - v4 7 ) ) v5 ) ) 1 ),( + ( - ( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 62 ) 4 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 4 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 15 ) ) 16 ) ) ( - v4 7 ) ) v5 ) ) 1 ),20
1249,( - ( + ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 9 ) 1 ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ),( - ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ) 8 ),145
1250,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),20
1251,( min ( - ( * ( / v0 128 ) 2 ) 1 ) ( + ( * ( / v0 128 ) 2 ) 2 ) ),( - ( * ( / v0 128 ) 2 ) 1 ),7
1252,( min ( - ( * ( / v0 128 ) 2 ) 1 ) ( / v0 64 ) ),( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ),4
1253,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),17
1254,( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ),( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ),6
1255,( / ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) 8 ),( / ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) 8 ),9
1256,( min ( - v0 7 ) v1 ),( min ( - v0 7 ) v1 ),8
1257,( max ( min ( + v0 v1 ) ( - v2 1 ) ) v3 ),( max ( min ( + v0 v1 ) ( - v2 1 ) ) v3 ),7
1258,( / ( + ( + ( - ( + 64 0 ) 1 ) v0 ) 3 ) 4 ),( / ( + v0 66 ) 4 ),6
1259,( min ( + ( * ( / ( - v0 1 ) 256 ) 256 ) v1 ) ( - ( + v0 v1 ) 256 ) ),( - ( + v0 v1 ) 256 ),11
1260,( max ( + ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),( + ( * v0 2 ) 1 ),8
1261,( / v0 2 ),( / v0 2 ),1
1262,( / ( - ( / ( - ( + v0 v1 ) 194 ) 32 ) ( / v1 32 ) ) 8 ),( / ( - ( / ( - ( + v0 v1 ) 194 ) 32 ) ( / v1 32 ) ) 8 ),5
1263,( min ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ( + 0 ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ) ),( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ),5
1264,( / ( + v0 7 ) 4 ),( / ( + v0 7 ) 4 ),5
1265,( min ( min ( - ( min v0 v1 ) 7 ) v2 ) v3 ),( min ( min ( - ( min v0 v1 ) 7 ) v2 ) v3 ),7
1266,( max ( / ( / ( + ( + v0 v1 ) 6 ) 8 ) 2 ) ( / ( + ( / ( + ( + v0 v1 ) 6 ) 8 ) 1 ) 2 ) ),( / ( + ( + v0 v1 ) 14 ) 16 ),15
1267,( - ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 1 ),( - ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 1 ),5
1268,( min ( - ( min ( / ( + ( min v0 64 ) v1 ) 8 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 7 ) ) 8 ) ( - ( / ( + ( min v0 64 ) v1 ) 8 ) 8 ) ),( - ( min ( / ( + ( min v0 64 ) v1 ) 8 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 7 ) ) 8 ),15
1269,( - ( * ( % ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ) ( + v2 1 ) ) v3 ),( - ( * ( % ( / ( + ( + v1 v0 ) 1 ) 2 ) 4 ) ( + v2 1 ) ) v3 ),7
1270,( / ( + ( - v0 v1 ) 7 ) 8 ),( / ( + ( - v0 v1 ) 7 ) 8 ),6
1271,( - ( / ( - ( + v0 v1 ) 26 ) 4 ) v2 ),( - ( / ( - ( + v0 v1 ) 26 ) 4 ) v2 ),9
1272,( + 0 ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ),( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ),8
1273,( + ( max ( min ( + v0 ( * 2 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),( + ( max ( - ( min ( + v0 3 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),16
1274,( max ( - ( * v0 2 ) 1 ) ( * v0 2 ) ),( * v0 2 ),5
1275,( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 10 ) 8 ),( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 10 ) 8 ),5
1276,( min ( - ( * v0 2 ) 1 ) ( * v0 2 ) ),( - ( * v0 2 ) 1 ),2
1277,( < ( - ( / ( + ( - v0 v1 ) 7 ) 8 ) 1 ) ( + ( - ( / ( - v2 v1 ) 8 ) 1 ) 1 ) ),( < ( / ( - ( - v0 v1 ) 1 ) 8 ) ( / ( - v2 v1 ) 8 ) ),12
1278,( min v0 ( * v1 8 ) ),( min ( * v1 8 ) v0 ),3
1279,( + ( - v0 14 ) 0 ),( - v0 14 ),7
1280,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),18
1281,( min ( + ( * 0 64 ) v0 ) ( - ( + v1 v0 ) 64 ) ),( - ( + ( min v1 64 ) v0 ) 64 ),16
1282,( + ( - v0 2 ) 0 ),( - v0 2 ),4
1283,( / ( + ( - ( + v0 v1 ) 64 ) 66 ) 4 ),( / ( + ( + v0 v1 ) 2 ) 4 ),3
1284,( min ( - ( min ( min ( + ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 7 ) ( + ( min v4 8 ) v5 ) ) v6 ) 8 ) v7 ),( min ( - ( min ( min ( + ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 7 ) ( + ( min v4 8 ) v5 ) ) v6 ) 8 ) v7 ),10
1285,( max ( + ( * ( + ( - ( + 64 0 ) 1 ) v0 ) 2 ) 2 ) ( - ( * ( + ( - ( + 64 0 ) 1 ) v0 ) 2 ) 1 ) ),( + ( * v0 2 ) 128 ),12
1286,( / ( - ( + v0 v1 ) 64 ) 16 ),( - ( / ( + v0 v1 ) 16 ) 4 ),23
1287,( / ( / ( + ( min ( + ( * v0 8 ) v1 ) ( - v2 7 ) ) v3 ) 4 ) 2 ),( / ( + ( min ( + ( * v0 8 ) v1 ) ( - v2 7 ) ) v3 ) 8 ),4
1288,( min ( / v0 128 ) ( / ( + ( / v0 64 ) 1 ) 2 ) ),( / v0 128 ),10
1289,( min ( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ) ( / ( + ( - ( / ( + ( min v3 256 ) v0 ) 4 ) 64 ) 1 ) 2 ) ),( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ),18
1290,( - ( * ( min ( - v0 63 ) v1 ) 2 ) 1 ),( - ( * ( min ( - v0 63 ) v1 ) 2 ) 1 ),5
1291,( - ( / ( + ( + v0 v1 ) 230 ) 8 ) v2 ),( - ( / ( + ( + v0 v1 ) 230 ) 8 ) v2 ),3
1292,( + 7 ( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ) ),( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ),50
1293,( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),13
1294,( / ( + ( % ( + v0 ( min ( * v1 256 ) ( - v2 256 ) ) ) 4 ) 230 ) 4 ),( / ( + ( % ( + ( min ( * v1 256 ) ( - v2 256 ) ) v0 ) 4 ) 230 ) 4 ),28
1295,( - ( * ( % ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ) ( + v2 5 ) ) v3 ),( - ( * ( % ( / ( + ( + v1 v0 ) 1 ) 2 ) 4 ) ( + v2 5 ) ) v3 ),17
1296,( + v0 v1 ),( + v1 v0 ),8
1297,( / ( + ( + 63 ( - ( + v0 v1 ) 64 ) ) 1 ) 2 ),( / ( + v0 v1 ) 2 ),4
1298,( min ( / v0 2 ) v1 ),( min ( / v0 2 ) v1 ),1
1299,( - ( + v0 v1 ) 64 ),( - ( + v0 v1 ) 64 ),4
1300,( max ( / ( + v0 1 ) 8 ) 0 ),( max ( / ( + v0 1 ) 8 ) 0 ),6
1301,( + 63 ( - ( + v0 v1 ) 64 ) ),( - ( + v0 v1 ) 1 ),8
1302,( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ),( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ),4
1303,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 32 ) 32 ) v4 ) 31 ) v3 ) ) ( min ( min ( - v3 31 ) v4 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 16 ) ( + ( * v5 2 ) 3 ) ) 4 ) ) ) 1 ),( + ( - ( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 32 ) 32 ) v4 ) 31 ) v3 ) ) ( min ( min ( - v3 31 ) v4 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 16 ) ( + ( * v5 2 ) 3 ) ) 4 ) ) ) 1 ),24
1304,( + ( min ( - v0 31 ) v1 ) 31 ),( min ( + v1 31 ) v0 ),4
1305,( max ( min ( - v0 1 ) ( - ( + v1 v2 ) 1 ) ) v2 ),( max ( - ( min ( + v1 v2 ) v0 ) 1 ) v2 ),7
1306,( + v0 ( * ( - ( / ( + v1 v2 ) 2 ) v3 ) v4 ) ),( + ( * ( - ( / ( + v2 v1 ) 2 ) v3 ) v4 ) v0 ),6
1307,( max ( + ( * ( + 7 v0 ) 2 ) 2 ) ( - ( * ( + 7 v0 ) 2 ) 1 ) ),( + ( * v0 2 ) 16 ),13
