ID,Expression
1788,( == ( + ( min ( * ( + ( * ( + ( * v0 4 ) v1 ) 4 ) v2 ) 4 ) ( + v3 15 ) ) ( + v4 v5 ) ) ( + ( min ( * ( + ( * ( + ( * v0 4 ) v1 ) 4 ) v2 ) 4 ) ( + v3 15 ) ) ( + v4 v5 ) ) )
1789,( == ( min ( + ( max ( min ( * v0 8 ) 113 ) -11 ) 5 ) v1 ) ( min ( + ( max ( min ( * v0 8 ) 113 ) -11 ) 5 ) v1 ) )
1790,( == ( min ( - ( max ( min ( / ( + ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( max ( min ( / v1 2 ) 1006 ) 7 ) ) v2 ) ( min ( - ( max ( min ( / ( + ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( max ( min ( / v1 2 ) 1006 ) 7 ) ) v2 ) )
1791,( != ( + ( / v0 64 ) 1 ) 0 )
1792,( == ( min ( + ( * v0 16 ) v1 ) ( - ( min v2 998 ) 14 ) ) ( min ( + ( * v0 16 ) v1 ) ( - ( min v2 998 ) 14 ) ) )
1793,( == ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) 64 ) 65 ) 27 ) -4 ) ( max ( min ( / v1 65 ) 34 ) 3 ) ) 10 ) 2 ) ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) 64 ) 65 ) 27 ) -4 ) ( max ( min ( / v1 65 ) 34 ) 3 ) ) 10 ) 2 ) )
1794,( == ( min ( / ( + ( + v0 v1 ) 415 ) 32 ) ( + ( / v1 32 ) ( * ( / ( + v2 46 ) 38 ) 38 ) ) ) ( min ( / ( + ( + v0 v1 ) 415 ) 32 ) ( + ( / v1 32 ) ( * ( / ( + v2 46 ) 38 ) 38 ) ) ) )
1795,( != ( + v0 10 ) 0 )
1796,( == ( + ( * ( / v0 8 ) 2 ) ( + ( * v1 8 ) v2 ) ) ( + ( * ( / v0 8 ) 2 ) ( + ( * v1 8 ) v2 ) ) )
1797,( == ( min ( / ( + ( min v0 124 ) 1 ) 2 ) ( + ( - ( * v1 -63 ) ( / v2 2 ) ) 999 ) ) ( min ( / ( + ( min v0 124 ) 1 ) 2 ) ( + ( - ( * v1 -63 ) ( / v2 2 ) ) 999 ) ) )
1798,( == ( + ( / ( - -117 ( % ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 8 ) ) 8 ) ( * v3 4 ) ) ( + ( / ( - -117 ( % ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 8 ) ) 8 ) ( * v3 4 ) ) )
1799,( == ( max ( min ( min ( + v0 v1 ) ( + ( + ( max ( min v2 1998 ) -1 ) v3 ) 6 ) ) 2000 ) ( min ( max ( + ( max ( min v2 1998 ) -1 ) 1 ) v1 ) ( + ( + ( max ( min v2 1998 ) -1 ) v3 ) 6 ) ) ) ( max ( min ( min ( + v0 v1 ) ( + ( + ( max ( min v2 1998 ) -1 ) v3 ) 6 ) ) 2000 ) ( min ( max ( + ( max ( min v2 1998 ) -1 ) 1 ) v1 ) ( + ( + ( max ( min v2 1998 ) -1 ) v3 ) 6 ) ) ) )
1800,( == ( max ( min ( max ( / ( + ( - v0 ( * ( / v1 8 ) 8 ) ) 546 ) 512 ) 0 ) ( / ( + v2 67 ) 64 ) ) ( + ( min ( min ( min ( min ( min ( / ( - v2 60 ) 64 ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 31 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 32 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 33 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 34 ) 512 ) ) ( / ( + v2 3 ) 64 ) ) 1 ) ) ( max ( min ( max ( / ( + ( - v0 ( * ( / v1 8 ) 8 ) ) 546 ) 512 ) 0 ) ( / ( + v2 67 ) 64 ) ) ( + ( min ( min ( min ( min ( min ( / ( - v2 60 ) 64 ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 31 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 32 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 33 ) 512 ) ) ( / ( + ( - ( + v3 v0 ) ( * ( / v1 8 ) 8 ) ) 34 ) 512 ) ) ( / ( + v2 3 ) 64 ) ) 1 ) ) )
1801,( == ( * ( / ( - v0 36 ) 8 ) 8 ) ( * ( / ( - v0 36 ) 8 ) 8 ) )
1802,( == ( + ( * v0 32 ) ( + ( * v1 64 ) v2 ) ) ( + ( * v0 32 ) ( + ( * v1 64 ) v2 ) ) )
1803,( == ( / ( + ( min ( - v0 v1 ) 190 ) 133 ) 4 ) ( / ( + ( min ( - v0 v1 ) 190 ) 133 ) 4 ) )
1804,( < ( + ( + ( min ( * v0 3 ) 20 ) v1 ) v2 ) ( + ( + ( min ( * v0 3 ) 20 ) ( + v1 1 ) ) v2 ) )
1805,( == ( + ( * v0 144 ) ( * ( / v1 500 ) 64 ) ) ( + ( * v0 144 ) ( * ( / v1 500 ) 64 ) ) )
1806,( == ( * ( / ( * v0 -136 ) 68 ) 68 ) ( * v0 -136 ) )
1807,( == ( min ( + ( + ( * v0 4 ) ( + ( * v1 16 ) v2 ) ) 3 ) v3 ) ( min ( + ( + ( * v0 4 ) ( + ( * v1 16 ) v2 ) ) 3 ) v3 ) )
1808,( == ( max ( - ( / ( + ( + v0 v1 ) 127 ) 32 ) ( + ( * v2 8 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( + ( * v4 32 ) ( + ( / v1 32 ) ( * v2 8 ) ) ) ) 2 ) ) ( max ( - ( / ( + ( + v0 v1 ) 127 ) 32 ) ( + ( * v2 8 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( + ( * v4 32 ) ( + ( / v1 32 ) ( * v2 8 ) ) ) ) 2 ) ) )
1809,( != ( / ( + ( * v0 32 ) 203 ) 132 ) 0 )
1810,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 15 ) 16 ) ( / v1 16 ) ) 64 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 15 ) 16 ) ( / v1 16 ) ) 64 ) 1 ) )
1811,( != ( / ( + ( * v0 16 ) 380 ) 284 ) 0 )
1812,( && ( && ( && ( && ( && ( && 1 ( <= v4 v4 ) ) ( >= v4 v4 ) ) ( <= ( - ( + ( + ( * 0 4 ) ( + ( * v1 5 ) ( + ( * v2 4 ) v3 ) ) ) 0 ) 10 ) ( - ( + ( + ( + ( * v2 4 ) v3 ) 0 ) ( + ( * v1 5 ) 0 ) ) 10 ) ) ) ( >= ( - ( + ( + ( * 0 4 ) ( + ( + ( * v1 5 ) ( + ( * v2 4 ) v3 ) ) 4 ) ) 3 ) 10 ) ( - ( + ( + ( + ( * v2 4 ) v3 ) ( - ( + 4 0 ) 1 ) ) ( + ( * v1 5 ) ( - ( + 5 0 ) 1 ) ) ) 10 ) ) ) ( <= v5 v5 ) ) ( >= v5 v5 ) )
1813,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( - ( + v0 v1 ) 2 ) 5 ) ( - ( - ( + v0 v1 ) 2 ) 5 ) ) ) ( >= ( - ( + ( + v0 v1 ) ( - ( - 7 2 ) 1 ) ) 5 ) ( - ( + ( + v0 v1 ) ( - ( - 7 2 ) 1 ) ) 5 ) ) ) ( <= ( - ( + ( - ( + ( * 0 4 ) v2 ) 2 ) 0 ) 5 ) ( - ( - ( + ( + ( * 0 4 ) 0 ) v2 ) 2 ) 5 ) ) ) ( >= ( - ( + ( + ( + ( * 4 4 ) v2 ) ( - ( - 7 2 ) 1 ) ) 3 ) 5 ) ( - ( + ( + ( + ( * 4 4 ) ( - ( + 4 0 ) 1 ) ) v2 ) ( - ( - 7 2 ) 1 ) ) 5 ) ) ) ( <= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) ) ( >= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) )
1814,( == ( min ( / ( + ( + v0 v1 ) 31 ) 32 ) ( + v2 15 ) ) ( min ( / ( + ( + v0 v1 ) 31 ) 32 ) ( + v2 15 ) ) )
1815,( == ( min ( + ( max ( min v0 124 ) 0 ) ( * ( / ( + v1 23 ) 4 ) 4 ) ) ( + ( max ( min v0 105 ) -19 ) 20 ) ) ( min ( + ( max ( min v0 124 ) 0 ) ( * ( / ( + v1 23 ) 4 ) 4 ) ) ( + ( max ( min v0 105 ) -19 ) 20 ) ) )
1816,( == ( min ( + ( * v0 20 ) ( + ( * v1 64 ) v2 ) ) ( + v3 11 ) ) ( min ( + ( * v0 20 ) ( + ( * v1 64 ) v2 ) ) ( + v3 11 ) ) )
1817,( == ( + ( max ( - ( * v0 504 ) v1 ) -501 ) ( * v2 4 ) ) ( + ( max ( - ( * v0 504 ) v1 ) -501 ) ( * v2 4 ) ) )
1818,( == ( + ( max ( min ( / ( + v0 v1 ) 8 ) 249 ) 0 ) ( * v2 8 ) ) ( + ( max ( min ( / ( + v0 v1 ) 8 ) 249 ) 0 ) ( * v2 8 ) ) )
1819,( == ( min ( * v0 8 ) ( + ( min ( + ( * ( / v1 8 ) 8 ) ( + ( * ( / ( + ( * ( min ( + ( * v2 -16 ) v3 ) 14 ) 8 ) 81 ) 97 ) 97 ) ( * v2 128 ) ) ) ( + ( * v0 8 ) 81 ) ) ( min ( * ( min v4 14 ) 8 ) 15 ) ) ) ( min ( * v0 8 ) ( + ( min ( + ( * ( / v1 8 ) 8 ) ( + ( * ( / ( + ( * ( min ( + ( * v2 -16 ) v3 ) 14 ) 8 ) 81 ) 97 ) 97 ) ( * v2 128 ) ) ) ( + ( * v0 8 ) 81 ) ) ( min ( * ( min v4 14 ) 8 ) 15 ) ) ) )
1820,( == ( * ( / ( * ( max ( min ( / ( + ( min ( + ( * v0 252 ) ( * v1 252 ) ) ( - v2 252 ) ) v3 ) 2 ) 999 ) 0 ) 8 ) 4 ) 4 ) ( * ( max ( min ( / ( + ( min ( + ( * v0 252 ) ( * v1 252 ) ) ( - v2 252 ) ) v3 ) 2 ) 999 ) 0 ) 8 ) )
1821,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 447 ) 32 ) 32 ) 1994 ) -5 ) ( max ( min ( * ( / v1 32 ) 32 ) 2609 ) 610 ) ) 1283 ) 668 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 447 ) 32 ) 32 ) 1994 ) -5 ) ( max ( min ( * ( / v1 32 ) 32 ) 2609 ) 610 ) ) 1283 ) 668 ) )
1822,( == ( max ( min ( * v0 16 ) 531 ) ( + ( min ( + ( * ( / v1 1000 ) 256 ) ( + ( * v2 32 ) ( - ( * v3 16 ) ( min ( * ( + ( * ( + ( * ( / v1 1000 ) 8 ) v2 ) 2 ) v3 ) 16 ) ( + ( * ( / ( - ( + v4 v1 ) 1 ) 1000 ) 256 ) 516 ) ) ) ) ) 15 ) 516 ) ) ( max ( min ( * v0 16 ) 531 ) ( + ( min ( + ( * ( / v1 1000 ) 256 ) ( + ( * v2 32 ) ( - ( * v3 16 ) ( min ( * ( + ( * ( + ( * ( / v1 1000 ) 8 ) v2 ) 2 ) v3 ) 16 ) ( + ( * ( / ( - ( + v4 v1 ) 1 ) 1000 ) 256 ) 516 ) ) ) ) ) 15 ) 516 ) ) )
1823,( == ( min ( * v0 2 ) ( + ( * ( + ( max ( min ( / v1 2 ) 999 ) 0 ) ( * v2 2 ) ) 2 ) 1 ) ) ( min ( * v0 2 ) ( + ( * ( + ( max ( min ( / v1 2 ) 999 ) 0 ) ( * v2 2 ) ) 2 ) 1 ) ) )
1824,( == ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 63 ) ) ( / v1 8 ) ) ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 63 ) ) ( / v1 8 ) ) )
1825,( == ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + v2 59 ) ) ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + v2 59 ) ) )
1826,( == ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 64 ) ) ( + ( / v1 4 ) 63 ) ) -4 ) ( + ( * v3 126 ) ( * ( / v1 4 ) 4 ) ) ) ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 64 ) ) ( + ( / v1 4 ) 63 ) ) -4 ) ( + ( * v3 126 ) ( * ( / v1 4 ) 4 ) ) ) )
1827,( == ( min ( max ( max ( min ( - ( / ( + ( min ( + ( * v0 8 ) 5 ) ( + v1 v2 ) ) 31 ) 4 ) ( * v3 2 ) ) ( + ( min ( - ( / ( + v1 v2 ) 4 ) ( * v3 2 ) ) ( + ( * ( - v0 v3 ) 2 ) 2 ) ) 7 ) ) ( - ( / ( + v2 31 ) 4 ) ( * v3 2 ) ) ) -1 ) ( + ( * ( min ( - ( - ( max ( / ( + ( + v4 v5 ) 23 ) 8 ) 249 ) ( * v6 17 ) ) ( min ( / v5 8 ) 4 ) ) 12 ) 2 ) 9 ) ) ( min ( max ( max ( min ( - ( / ( + ( min ( + ( * v0 8 ) 5 ) ( + v1 v2 ) ) 31 ) 4 ) ( * v3 2 ) ) ( + ( min ( - ( / ( + v1 v2 ) 4 ) ( * v3 2 ) ) ( + ( * ( - v0 v3 ) 2 ) 2 ) ) 7 ) ) ( - ( / ( + v2 31 ) 4 ) ( * v3 2 ) ) ) -1 ) ( + ( * ( min ( - ( - ( max ( / ( + ( + v4 v5 ) 23 ) 8 ) 249 ) ( * v6 17 ) ) ( min ( / v5 8 ) 4 ) ) 12 ) 2 ) 9 ) ) )
1828,( == ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( + ( + ( / v1 8 ) ( * v2 128 ) ) 127 ) ) ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( + ( + ( / v1 8 ) ( * v2 128 ) ) 127 ) ) )
1829,( == ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 16 ) ) ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 16 ) ) )
1830,( == ( * ( / ( * v0 -84 ) 28 ) 28 ) ( * v0 -84 ) )
1831,( == ( + ( / ( - ( max ( min v0 2002 ) 3 ) 3 ) 16 ) ( * v1 16 ) ) ( + ( / ( - ( max ( min v0 2002 ) 3 ) 3 ) 16 ) ( * v1 16 ) ) )
1832,( == ( max ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 131 ) 128 ) 0 ) ( / ( + v2 133 ) 128 ) ) ( / ( + ( min ( - ( min ( max ( min ( + v3 v1 ) 2000 ) 1 ) ( + ( + v4 v0 ) 125 ) ) ( max ( min v1 1999 ) 0 ) ) ( + v2 127 ) ) 6 ) 128 ) ) ( max ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 131 ) 128 ) 0 ) ( / ( + v2 133 ) 128 ) ) ( / ( + ( min ( - ( min ( max ( min ( + v3 v1 ) 2000 ) 1 ) ( + ( + v4 v0 ) 125 ) ) ( max ( min v1 1999 ) 0 ) ) ( + v2 127 ) ) 6 ) 128 ) ) )
1833,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 521 ) 504 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 521 ) 504 ) )
1834,( == ( + ( max ( min ( / ( + v0 v1 ) 8 ) 258 ) 9 ) ( * ( / ( + v2 14 ) 4 ) 4 ) ) ( + ( max ( min ( / ( + v0 v1 ) 8 ) 258 ) 9 ) ( * ( / ( + v2 14 ) 4 ) 4 ) ) )
1835,( == ( * ( / ( min ( * v0 252 ) 248 ) 2 ) 2 ) ( min ( * v0 252 ) 248 ) )
1836,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 9 ) 2 ) ( / v1 2 ) ) 504 ) 503 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 9 ) 2 ) ( / v1 2 ) ) 504 ) 503 ) )
1837,( >= ( / ( + ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) v2 ) 1 ) 4 ) ( / ( - ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) v2 ) 1 ) 4 ) )
1838,( == ( / ( + ( - ( max ( + v0 v1 ) 1 ) ( + ( * v2 32 ) v3 ) ) 3 ) 4 ) ( / ( + ( - ( max ( + v0 v1 ) 1 ) ( + ( * v2 32 ) v3 ) ) 3 ) 4 ) )
1839,( == ( min ( / ( - ( + v0 v1 ) 993 ) 8 ) ( + ( / v1 8 ) ( * v2 125 ) ) ) ( min ( / ( - ( + v0 v1 ) 993 ) 8 ) ( + ( / v1 8 ) ( * v2 125 ) ) ) )
1840,( == ( * ( / ( * ( / v0 ( + ( / v1 3 ) 10 ) ) -8 ) 4 ) 4 ) ( * ( / v0 ( + ( / v1 3 ) 10 ) ) -8 ) )
1841,( == ( min ( + ( * ( / ( + ( - v0 v1 ) 11 ) 4 ) 4 ) v1 ) ( + v0 12 ) ) ( min ( + ( * ( / ( + ( - v0 v1 ) 11 ) 4 ) 4 ) v1 ) ( + v0 12 ) ) )
1842,( == ( min ( - ( / ( + ( + v0 v1 ) 188 ) 63 ) ( / v1 63 ) ) ( + v2 1 ) ) ( min ( - ( / ( + ( + v0 v1 ) 188 ) 63 ) ( / v1 63 ) ) ( + v2 1 ) ) )
1843,( == ( + ( max ( min ( * ( / v0 32 ) 4 ) 285 ) 36 ) ( * v1 4 ) ) ( + ( max ( min ( * ( / v0 32 ) 4 ) 285 ) 36 ) ( * v1 4 ) ) )
1844,( == ( max ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) v2 ) 2 ) 3 ) v3 ) ( max ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) v2 ) 2 ) 3 ) v3 ) )
1845,( == ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * v2 16 ) ) ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * v2 16 ) ) )
1846,( > ( min ( - ( / ( + v0 v1 ) 8 ) v2 ) 0 ) 2 )
1847,( == ( + ( max ( min v0 2004 ) 5 ) ( * v1 125 ) ) ( + ( max ( min v0 2004 ) 5 ) ( * v1 125 ) ) )
1848,( == ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 8 ) 3994 ) -5 ) ( max ( min ( * ( / v1 4 ) 8 ) 4012 ) 13 ) ) 82 ) 64 ) ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 8 ) 3994 ) -5 ) ( max ( min ( * ( / v1 4 ) 8 ) 4012 ) 13 ) ) 82 ) 64 ) )
1849,( == 0 ( - ( + 0 ( - 38 ( * ( max ( min v0 2 ) 1 ) 19 ) ) ) 1 ) )
1850,( == ( min ( + ( / v0 2 ) ( + ( * ( / ( + ( - ( min ( - ( / ( + ( + v1 v0 ) 5 ) 2 ) ( * v2 128 ) ) ( + v3 119 ) ) ( / v0 2 ) ) 95 ) 72 ) 72 ) ( * v2 128 ) ) ) ( + v4 24 ) ) ( min ( + ( / v0 2 ) ( + ( * ( / ( + ( - ( min ( - ( / ( + ( + v1 v0 ) 5 ) 2 ) ( * v2 128 ) ) ( + v3 119 ) ) ( / v0 2 ) ) 95 ) 72 ) 72 ) ( * v2 128 ) ) ) ( + v4 24 ) ) )
1851,( == ( min ( - ( / ( max ( min ( + v0 v1 ) 1999 ) 0 ) 16 ) ( / ( + ( max ( min v1 2002 ) 3 ) 221 ) 16 ) ) ( + v2 2 ) ) ( min ( - ( / ( max ( min ( + v0 v1 ) 1999 ) 0 ) 16 ) ( / ( + ( max ( min v1 2002 ) 3 ) 221 ) 16 ) ) ( + v2 2 ) ) )
1852,( == ( - v0 ( + ( * ( + ( * v1 2 ) v2 ) 4 ) ( + ( * v3 152 ) v4 ) ) ) ( - v0 ( + ( * ( + ( * v1 2 ) v2 ) 4 ) ( + ( * v3 152 ) v4 ) ) ) )
1853,( == ( max ( / ( max ( * v0 -40 ) -38 ) 2 ) ( * v0 -20 ) ) ( max ( / ( max ( * v0 -40 ) -38 ) 2 ) ( * v0 -20 ) ) )
1854,( >= ( max ( / ( + v0 9 ) 4 ) 0 ) ( - ( + ( max ( / ( + v0 9 ) 4 ) 0 ) ( + ( - ( max ( / v0 4 ) -3 ) ( max ( / ( + v0 9 ) 4 ) 0 ) ) 3 ) ) 1 ) )
1855,( == ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * ( / v2 5 ) 84 ) ) ( / v1 8 ) ) ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * ( / v2 5 ) 84 ) ) ( / v1 8 ) ) )
1856,( == ( / ( + ( - ( max ( / ( - ( + v0 v1 ) 1 ) 8 ) 0 ) ( min ( / v1 8 ) 249 ) ) 10 ) 8 ) ( / ( + ( - ( max ( / ( - ( + v0 v1 ) 1 ) 8 ) 0 ) ( min ( / v1 8 ) 249 ) ) 10 ) 8 ) )
1857,( == ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) 249 ) 0 ) ( * v2 4 ) ) ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) 249 ) 0 ) ( * v2 4 ) ) )
1858,( == ( min ( + ( * v0 4 ) v1 ) ( + ( * ( + ( * ( + ( + ( * v2 4 ) v3 ) v4 ) 4 ) v5 ) 8 ) 2 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( * ( + ( * ( + ( + ( * v2 4 ) v3 ) v4 ) 4 ) v5 ) 8 ) 2 ) ) )
1859,( == ( min ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 31 ) v2 ) ( min ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 31 ) v2 ) )
1860,( == ( min ( + v0 230 ) v1 ) ( min ( + v0 230 ) v1 ) )
1861,( == ( min ( + ( + ( * v0 152 ) v1 ) 139 ) v2 ) ( min ( + ( + ( * v0 152 ) v1 ) 139 ) v2 ) )
1862,( == ( min ( / ( + ( + v0 v1 ) 131 ) 4 ) ( + v2 19 ) ) ( min ( / ( + ( + v0 v1 ) 131 ) 4 ) ( + v2 19 ) ) )
1863,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( * ( + ( * v0 64 ) v1 ) 2 ) 0 ) 503 ) ( - ( + ( * ( + ( * v0 64 ) v1 ) 2 ) 0 ) 503 ) ) ) ( >= ( - ( + ( * ( + ( + ( * v0 64 ) v1 ) 62 ) 2 ) 3 ) 503 ) ( - ( + ( * ( + ( + ( * v0 64 ) v1 ) 62 ) 2 ) 3 ) 503 ) ) ) ( <= v2 v2 ) ) ( >= ( + ( + ( min ( * v3 63 ) 62 ) v4 ) 62 ) ( + ( + ( min ( * v3 63 ) 62 ) v4 ) 62 ) ) ) ( <= 0 0 ) ) ( >= 4 4 ) )
1864,( == ( min ( * ( + ( max ( min v0 63 ) 1 ) v1 ) 4 ) ( + ( * v2 4 ) 1 ) ) ( min ( * ( + ( max ( min v0 63 ) 1 ) v1 ) 4 ) ( + ( * v2 4 ) 1 ) ) )
1865,( == ( + ( max ( min ( / v0 4 ) 499 ) 0 ) ( * v1 12 ) ) ( + ( max ( min ( / v0 4 ) 499 ) 0 ) ( * v1 12 ) ) )
1866,( == ( + ( * v0 36 ) ( + ( / v1 4 ) ( * ( + ( * v2 3 ) v3 ) 4 ) ) ) ( + ( * v0 36 ) ( + ( / v1 4 ) ( * ( + ( * v2 3 ) v3 ) 4 ) ) ) )
1867,( != ( / ( + ( - v0 v1 ) 136 ) 79 ) 0 )
1868,( != ( / ( + ( * v0 16 ) 325 ) 261 ) 0 )
1869,( == ( + ( max ( min v0 2100 ) 101 ) ( * v1 2 ) ) ( + ( max ( min v0 2100 ) 101 ) ( * v1 2 ) ) )
1870,( == ( + ( / v0 65 ) ( - v1 ( + ( * v2 -4 ) ( - ( min ( / ( + ( + v3 v0 ) 64 ) 65 ) ( + ( min ( + ( / v0 65 ) ( * ( / ( - ( min ( / ( + ( + v3 v0 ) 64 ) 65 ) ( + v4 3 ) ) ( / v0 65 ) ) 4 ) 4 ) ) v4 ) 3 ) ) ( * v5 8 ) ) ) ) ) ( + ( / v0 65 ) ( - v1 ( + ( * v2 -4 ) ( - ( min ( / ( + ( + v3 v0 ) 64 ) 65 ) ( + ( min ( + ( / v0 65 ) ( * ( / ( - ( min ( / ( + ( + v3 v0 ) 64 ) 65 ) ( + v4 3 ) ) ( / v0 65 ) ) 4 ) 4 ) ) v4 ) 3 ) ) ( * v5 8 ) ) ) ) ) )
1871,( == ( - v0 48 ) ( - ( + ( - v0 48 ) 69 ) 1 ) )
1872,( == ( + ( * v0 38 ) ( * v1 4 ) ) ( + ( * v0 38 ) ( * v1 4 ) ) )
1873,( == ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + ( + ( * v2 4 ) ( + ( * v3 8 ) ( + ( / v1 8 ) ( * v4 128 ) ) ) ) 3 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + ( + ( * v2 4 ) ( + ( * v3 8 ) ( + ( / v1 8 ) ( * v4 128 ) ) ) ) 3 ) ) )
1874,( == ( + ( / ( - -28 ( % ( + ( min ( * v0 32 ) ( - v1 32 ) ) v2 ) 4 ) ) 4 ) ( * v3 4 ) ) ( + ( / ( - -28 ( % ( + ( min ( * v0 32 ) ( - v1 32 ) ) v2 ) 4 ) ) 4 ) ( * v3 4 ) ) )
1875,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 63 ) 32 ) 32 ) 1994 ) -5 ) ( max ( min ( * ( / v1 32 ) 32 ) 2193 ) 194 ) ) 867 ) 668 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 63 ) 32 ) 32 ) 1994 ) -5 ) ( max ( min ( * ( / v1 32 ) 32 ) 2193 ) 194 ) ) 867 ) 668 ) )
1876,( == ( + ( * v0 8 ) ( + ( max ( min ( / ( + ( min ( * v1 128 ) 372 ) ( + v2 v3 ) ) 2 ) 999 ) 0 ) ( * v4 16 ) ) ) ( + ( * v0 8 ) ( + ( max ( min ( / ( + ( min ( * v1 128 ) 372 ) ( + v2 v3 ) ) 2 ) 999 ) 0 ) ( * v4 16 ) ) ) )
1877,( == ( + ( * ( min ( * ( / v0 63 ) 8 ) ( + ( - ( * ( / ( + ( + v1 v0 ) 62 ) 63 ) 8 ) ( * v2 18 ) ) 1 ) ) -8 ) ( + ( * ( / v0 63 ) 64 ) ( * v3 79 ) ) ) ( + ( * ( min ( * ( / v0 63 ) 8 ) ( + ( - ( * ( / ( + ( + v1 v0 ) 62 ) 63 ) 8 ) ( * v2 18 ) ) 1 ) ) -8 ) ( + ( * ( / v0 63 ) 64 ) ( * v3 79 ) ) ) )
1878,( >= ( * ( max ( min v0 0 ) -16 ) 8 ) ( - ( + ( * ( max ( min v0 0 ) -16 ) 8 ) ( - 2 ( * ( max ( min v0 0 ) -16 ) 8 ) ) ) 1 ) )
1879,( == ( + ( / v0 16 ) ( * v1 4 ) ) ( + ( / v0 16 ) ( * v1 4 ) ) )
