ID,Expression
1707,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * v0 4 ) v1 ) 0 ) ( + ( + ( * v0 4 ) 0 ) v1 ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 3 ) ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) ) ) ( <= ( / v2 250 ) ( / ( + 0 v2 ) 250 ) ) ) ( >= ( / ( + v2 124 ) 250 ) ( / ( + ( - ( + 125 0 ) 1 ) v2 ) 250 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
1708,( <= ( max ( + ( min ( min 1999 ( - ( min ( + v1 v2 ) 2000 ) 1 ) ) ( - ( + ( + ( min ( * v3 63 ) 62 ) v4 ) 63 ) 1 ) ) 1 ) ( min ( max ( max 0 ( max v2 0 ) ) ( + ( min ( * v3 63 ) 62 ) v4 ) ) ( + 63 ( + ( min ( * v3 63 ) 62 ) v4 ) ) ) ) ( min ( max ( max 0 ( max v2 0 ) ) ( + ( min ( * v3 63 ) 62 ) v4 ) ) ( + 63 ( + ( min ( * v3 63 ) 62 ) v4 ) ) ) )
1709,( < ( + ( + v0 v1 ) 125 ) ( - ( + v0 ( + v1 1 ) ) 5 ) )
1710,( == ( + ( * v0 8 ) ( + ( max ( * v1 16 ) -5 ) v2 ) ) ( + ( * v0 8 ) ( + ( max ( * v1 16 ) -5 ) v2 ) ) )
1711,( == ( min ( + ( * ( / ( - ( + v0 v1 ) 1 ) 250 ) 64 ) 55 ) v2 ) ( min ( + ( * ( / ( - ( + v0 v1 ) 1 ) 250 ) 64 ) 55 ) v2 ) )
1712,( != ( / ( + v0 344 ) 335 ) 0 )
1713,( == ( - ( + ( / v0 4 ) v1 ) ( + ( min ( - ( / ( + ( + v2 v0 ) 3 ) 4 ) ( * v3 252 ) ) ( + ( + ( min ( * v4 128 ) 124 ) ( / v0 4 ) ) 127 ) ) ( * v4 -128 ) ) ) ( - ( + ( / v0 4 ) v1 ) ( + ( min ( - ( / ( + ( + v2 v0 ) 3 ) 4 ) ( * v3 252 ) ) ( + ( + ( min ( * v4 128 ) 124 ) ( / v0 4 ) ) 127 ) ) ( * v4 -128 ) ) ) )
1714,( == ( min ( + ( max ( min v0 146 ) 22 ) ( * ( / ( + v1 1 ) 2 ) 2 ) ) v2 ) ( min ( + ( max ( min v0 146 ) 22 ) ( * ( / ( + v1 1 ) 2 ) 2 ) ) v2 ) )
1715,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + 0 ( + ( max ( * v0 8 ) -5 ) v1 ) ) 3 ) ( - ( + ( * v0 8 ) v1 ) 2 ) ) ) ( >= ( + ( + 3 ( + ( + ( max ( * v0 8 ) -5 ) v1 ) 4 ) ) 3 ) ( + ( + ( * v0 8 ) v1 ) 10 ) ) ) ( <= ( - ( + 0 ( + ( min v2 63 ) v3 ) ) 65 ) ( - ( + ( min v2 63 ) v3 ) 65 ) ) ) ( >= ( - ( + 62 ( + ( * ( / ( + ( max v2 63 ) 4 ) 63 ) 63 ) ( + ( min v2 63 ) v3 ) ) ) 65 ) ( + ( + v2 v3 ) 2 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
1716,( == ( min ( + ( + ( * ( / ( + ( min ( + ( * v0 -126 ) v1 ) 121 ) 18 ) 4 ) 4 ) ( * v0 126 ) ) ( + ( * v2 1000 ) v3 ) ) ( + v4 15 ) ) ( min ( + ( + ( * ( / ( + ( min ( + ( * v0 -126 ) v1 ) 121 ) 18 ) 4 ) 4 ) ( * v0 126 ) ) ( + ( * v2 1000 ) v3 ) ) ( + v4 15 ) ) )
1717,( == ( - ( / ( + v0 9 ) 4 ) ( * v1 126 ) ) ( - ( / ( + v0 9 ) 4 ) ( * v1 126 ) ) )
1718,( <= ( max ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min 1 1 ) 1 ) 1 ) 1 ) 1 ) 1 ) 1 ) ( / ( - 217 v1 ) 32 ) ) ( / ( - 217 v1 ) 32 ) ) ( / ( - 218 v1 ) 32 ) ) ( / ( - 218 v1 ) 32 ) ) ( / ( - 219 v1 ) 32 ) ) ( / ( - 219 v1 ) 32 ) ) ( / ( - 220 v1 ) 32 ) ) ( / ( - 220 v1 ) 32 ) ) ( - ( + 0 2 ) 1 ) ) 1 ) ( min ( max ( max ( max ( max ( - 0 ( / v1 32 ) ) ( / ( - 28 v1 ) 32 ) ) ( / ( - 29 v1 ) 32 ) ) ( / ( - 30 v1 ) 32 ) ) 0 ) ( + 2 0 ) ) ) ( min ( max ( max ( max ( max ( - 0 ( / v1 32 ) ) ( / ( - 28 v1 ) 32 ) ) ( / ( - 29 v1 ) 32 ) ) ( / ( - 30 v1 ) 32 ) ) 0 ) ( + 2 0 ) ) )
1719,( == ( + ( * v0 2 ) ( + ( * v1 252 ) ( + ( * v2 64 ) v3 ) ) ) ( + ( * v0 2 ) ( + ( * v1 252 ) ( + ( * v2 64 ) v3 ) ) ) )
1720,( == ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 32 ) 1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 32 ) 1 ) )
1721,( <= ( max 0 ( + ( min ( - 33 ( * ( % v0 4 ) 9 ) ) ( - ( + 0 9 ) 1 ) ) 1 ) ) 0 )
1722,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 685 ) 668 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 685 ) 668 ) )
1723,( == ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( + ( - v2 ( * ( + ( * v3 63 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) 9 ) ) ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( + ( - v2 ( * ( + ( * v3 63 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) 9 ) ) )
1724,( < ( + v0 5 ) ( min ( - ( max ( * v1 8 ) ( + ( + v0 1 ) 10 ) ) 5 ) ( + v0 1 ) ) )
1725,( == ( - ( + ( * v0 63 ) ( + v1 v2 ) ) 11 ) ( - ( + ( - ( + ( * v0 63 ) ( + v1 v2 ) ) 11 ) ( - 143 ( max ( * v0 63 ) 62 ) ) ) 1 ) )
1726,( == ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( * ( + ( * v2 32 ) v3 ) 4 ) v4 ) ) ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( * ( + ( * v2 32 ) v3 ) 4 ) v4 ) ) )
1727,( <= ( + ( max ( - ( + ( max ( + v0 4 ) v1 ) ( * ( / ( min ( - v0 v1 ) -4 ) 4 ) 4 ) ) v0 ) 0 ) 8 ) 1024 )
1728,( >= ( max ( - -508 ( * v0 4 ) ) ( + ( * v0 4 ) 5 ) ) 0 )
1729,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + 0 ( - ( + ( * v1 4 ) ( + ( * v2 4 ) v3 ) ) 2 ) ) 5 ) ( + -2 ( - ( + ( * v1 4 ) ( + ( * v2 4 ) v3 ) ) 5 ) ) ) ) ( >= ( - ( + 3 ( + ( + ( * ( / ( + ( min ( * v1 -4 ) -6 ) 9 ) 4 ) 4 ) ( + ( * v1 4 ) ( + ( * v2 4 ) v3 ) ) ) 1 ) ) 5 ) ( + ( - ( - 4 2 ) 1 ) ( + ( min ( - ( + ( * v1 4 ) ( + ( * v2 4 ) v3 ) ) ( max ( * v1 4 ) 6 ) ) ( + ( * v2 4 ) v3 ) ) 4 ) ) ) ) ( <= 0 0 ) ) ( >= ( - 4 1 ) ( - 4 1 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
1730,( == ( min ( - ( max ( * v0 4 ) -3 ) ( min ( * ( / v1 4 ) 4 ) 1999 ) ) v2 ) ( min ( - ( max ( * v0 4 ) -3 ) ( min ( * ( / v1 4 ) 4 ) 1999 ) ) v2 ) )
1731,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) v0 ) 0 ) 2 ) ( - ( + ( + ( * 0 4 ) v0 ) 0 ) 2 ) ) ) ( >= ( - ( + ( + ( * 3 4 ) v0 ) 3 ) 2 ) ( - ( + ( + ( * 3 4 ) v0 ) 3 ) 2 ) ) ) ( <= ( - ( * ( / v1 125 ) 8 ) 1 ) ( + -2 ( + ( * ( / v1 125 ) 8 ) 1 ) ) ) ) ( >= ( + ( * ( + ( / v1 125 ) v2 ) 8 ) 11 ) ( + ( - ( - 6 2 ) 1 ) ( - ( + ( + ( * v2 8 ) 8 ) ( + ( * ( / v1 125 ) 8 ) 1 ) ) 1 ) ) ) ) ( <= ( * v3 16 ) ( + ( * v3 16 ) 0 ) ) ) ( >= ( + ( * v3 16 ) 15 ) ( + ( * v3 16 ) ( - ( + 16 0 ) 1 ) ) ) )
1732,( <= ( + ( max ( - ( max ( / ( + ( + ( min ( * v0 63 ) 187 ) v1 ) 67 ) 4 ) ( + ( / ( + ( + ( * v0 63 ) v1 ) 19 ) 4 ) ( * ( / ( - ( / ( + ( + ( min ( * v0 63 ) 187 ) v1 ) 66 ) 4 ) ( / ( + ( + ( * v0 63 ) v1 ) 7 ) 4 ) ) 4 ) 4 ) ) ) ( / ( + ( min ( * v0 63 ) 187 ) v1 ) 4 ) ) 19 ) 1 ) 1024 )
1733,( == 0 ( - ( + 0 ( + ( * v0 64 ) 90 ) ) 1 ) )
1734,( == ( / ( + v0 67 ) 4 ) ( / ( + v0 67 ) 4 ) )
1735,( != ( / ( + ( * v0 8 ) 32 ) 20 ) 0 )
1736,( > ( - 0 ( * v0 4 ) ) ( - 1999 ( * v0 4 ) ) )
1737,( <= ( max ( + ( min ( min ( min ( min ( min ( min ( min ( + ( / ( - 2006 v6 ) 4 ) ( * v8 -126 ) ) ( + ( / ( - 2006 v6 ) 4 ) ( * v8 -126 ) ) ) ( - ( / ( + v7 14 ) 4 ) ( * v8 126 ) ) ) ( - ( / ( + v7 14 ) 4 ) ( * v8 126 ) ) ) ( - ( / ( + v7 14 ) 4 ) ( * v8 126 ) ) ) ( / ( + ( - ( min ( + v4 v5 ) ( + ( min ( + v6 v7 ) 1992 ) 8 ) ) ( + ( * v8 504 ) v6 ) ) 6 ) 4 ) ) ( / ( + ( - ( min ( + v4 v5 ) ( + ( min ( + v6 v7 ) 1995 ) 5 ) ) ( + ( * v8 504 ) v6 ) ) 9 ) 4 ) ) ( - ( + 0 ( / ( + ( min v9 494 ) 21 ) 4 ) ) 1 ) ) 1 ) ( min ( max ( max ( max ( max ( + ( + ( / ( - 6 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ( max ( / ( + ( - v5 ( + ( * v8 504 ) v6 ) ) 13 ) 4 ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ) 0 ) ( + ( / ( + ( min v9 494 ) 21 ) 4 ) 0 ) ) ) ( min ( max ( max ( max ( max ( + ( + ( / ( - 6 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ( max ( / ( + ( - v5 ( + ( * v8 504 ) v6 ) ) 13 ) 4 ) ( + ( + ( / ( - 9 v6 ) 4 ) ( * v8 -126 ) ) 1 ) ) ) 0 ) ( + ( / ( + ( min v9 494 ) 21 ) 4 ) 0 ) ) )
1738,( && ( && ( && ( && ( && ( && 1 ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= ( - ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 12 ) v2 ) ) ) 0 ) 1 ) ( - ( + ( * v0 4 ) ( + ( * v1 12 ) v2 ) ) 1 ) ) ) ( >= ( - ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 12 ) v2 ) ) ) 3 ) 1 ) ( - ( + ( + ( * v0 4 ) ( + ( * v1 12 ) v2 ) ) 3 ) 1 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
1739,( == ( min ( * v0 668 ) ( - v1 668 ) ) ( min ( * v0 668 ) ( - v1 668 ) ) )
1740,( == ( - ( max ( min v0 60 ) -64 ) ( + ( * v1 4 ) v2 ) ) ( - ( max ( min v0 60 ) -64 ) ( + ( * v1 4 ) v2 ) ) )
1741,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 17 ) 4 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 17 ) 4 ) )
1742,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 1 4 ) v0 ) 3 ) ( + ( + ( * ( - ( + 2 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + ( + ( * v1 125 ) v2 ) v3 ) ( + ( + ( * v1 125 ) v2 ) v3 ) ) ) ( >= ( + ( + ( * v1 125 ) v2 ) v3 ) ( + ( + ( * v1 125 ) v2 ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
1743,( == ( + ( * v0 4 ) ( + ( * v1 12 ) ( + v2 v3 ) ) ) ( + ( * v0 4 ) ( + ( * v1 12 ) ( + v2 v3 ) ) ) )
1744,( == ( - ( - v0 ( * v1 4 ) ) ( / v2 4 ) ) ( - ( - v0 ( * v1 4 ) ) ( / v2 4 ) ) )
1745,( == ( * ( / ( * v0 -144 ) 16 ) 16 ) ( * v0 -144 ) )
1746,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 v1 ) ( + v0 v1 ) ) ) ( >= ( + v0 v1 ) ( + v0 v1 ) ) ) ( <= ( + ( + ( * 0 4 ) v2 ) 0 ) v2 ) ) ( >= ( + ( + ( * 31 4 ) v2 ) 3 ) ( + v2 127 ) ) ) ( <= 0 0 ) ) ( >= 13 13 ) )
1747,( == ( / ( + v0 518 ) 504 ) ( / ( + v0 518 ) 504 ) )
1748,( == ( min ( + ( * v0 4 ) v1 ) ( + ( max ( min v2 121 ) -3 ) 2 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( max ( min v2 121 ) -3 ) 2 ) ) )
1749,( <= ( max 0 ( + ( min ( / ( + ( % v0 4 ) 495 ) 504 ) ( - ( + 0 2 ) 1 ) ) 1 ) ) 0 )
1750,( >= ( - ( * ( + v0 v1 ) 8 ) 67 ) ( - ( + ( - ( * ( + v0 v1 ) 8 ) 67 ) 9 ) 1 ) )
1751,( == ( - ( min ( + ( + ( min ( * v0 128 ) 372 ) ( + ( * v1 500 ) v2 ) ) 128 ) ( + v3 v2 ) ) ( + ( * v0 128 ) ( + ( * v4 4 ) ( + ( * v1 500 ) v2 ) ) ) ) ( - ( min ( + ( + ( min ( * v0 128 ) 372 ) ( + ( * v1 500 ) v2 ) ) 128 ) ( + v3 v2 ) ) ( + ( * v0 128 ) ( + ( * v4 4 ) ( + ( * v1 500 ) v2 ) ) ) ) )
1752,( == ( + ( * v0 4 ) ( + ( * v1 16 ) v2 ) ) ( + ( * v0 4 ) ( + ( * v1 16 ) v2 ) ) )
1753,( == ( * ( / ( min ( + ( max ( * ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 0 ) 9 ) -8 ) 3 ) ( - ( max ( * ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 1 ) 9 ) -8 ) ( * ( max ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 1 ) 0 ) 9 ) ) ) 4 ) 4 ) ( min ( + ( max ( * ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 0 ) 9 ) -8 ) 3 ) ( - ( max ( * ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 1 ) 9 ) -8 ) ( * ( max ( min ( / v2 ( / ( + v3 37 ) 32 ) ) 1 ) 0 ) 9 ) ) ) )
1754,( == ( min ( max ( - 14 ( max ( - ( * v0 126 ) v1 ) -116 ) ) ( + ( min ( - v1 ( * v0 126 ) ) 116 ) 11 ) ) ( + ( min v2 116 ) 14 ) ) ( min ( max ( - 14 ( max ( - ( * v0 126 ) v1 ) -116 ) ) ( + ( min ( - v1 ( * v0 126 ) ) 116 ) 11 ) ) ( + ( min v2 116 ) 14 ) ) )
1755,( == ( + ( max ( min v0 146 ) 22 ) ( * v1 2 ) ) ( + ( max ( min v0 146 ) 22 ) ( * v1 2 ) ) )
1756,( == ( * ( / ( * v0 8 ) 4 ) 4 ) ( * v0 8 ) )
1757,( == ( + ( - v0 ( + ( / v1 8 ) ( * v2 84 ) ) ) 5 ) ( + ( - v0 ( + ( / v1 8 ) ( * v2 84 ) ) ) 5 ) )
1758,( == ( - v0 ( * ( / v1 2 ) 16 ) ) ( - v0 ( * ( / v1 2 ) 16 ) ) )
1759,( >= ( - ( * ( min v0 249 ) 8 ) 4 ) ( - ( + ( - ( * ( min v0 249 ) 8 ) 4 ) 8 ) 1 ) )
1760,( == ( + ( * v0 -256 ) ( - ( min ( * ( + ( / v1 250 ) ( * v0 4 ) ) 64 ) ( + ( - ( * ( min ( / ( - ( + v2 v1 ) 1 ) 250 ) ( + ( + ( / v1 250 ) ( * v0 4 ) ) 3 ) ) 64 ) ( * v3 24 ) ) 65 ) ) ( * ( / v1 250 ) 64 ) ) ) ( + ( * v0 -256 ) ( - ( min ( * ( + ( / v1 250 ) ( * v0 4 ) ) 64 ) ( + ( - ( * ( min ( / ( - ( + v2 v1 ) 1 ) 250 ) ( + ( + ( / v1 250 ) ( * v0 4 ) ) 3 ) ) 64 ) ( * v3 24 ) ) 65 ) ) ( * ( / v1 250 ) 64 ) ) ) )
1761,( == ( * ( / ( / ( - ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( max ( + ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( / ( + ( % ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 4 ) 253 ) 128 ) 128 ) ) 4 ) 28 ) ( min ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 257 ) 4 ) ( + ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( / ( + ( % ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 4 ) 253 ) 128 ) 128 ) ) 4 ) 28 ) ) ) 4 ) ) 4 ) 4 ) 4 ) ( / ( - ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( max ( + ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( / ( + ( % ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 4 ) 253 ) 128 ) 128 ) ) 4 ) 28 ) ( min ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 257 ) 4 ) ( + ( / ( + ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) ( * ( / ( + ( % ( min ( + ( * ( / v4 ( / ( + v5 999 ) 1000 ) ) 250 ) v3 ) ( - ( + v6 v3 ) 250 ) ) 4 ) 253 ) 128 ) 128 ) ) 4 ) 28 ) ) ) 4 ) ) 4 ) )
1762,( == ( + ( min ( * v0 32 ) 968 ) ( + v1 v2 ) ) ( + ( min ( * v0 32 ) 968 ) ( + v1 v2 ) ) )
1763,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) v0 ) ) ( >= ( + ( + ( * 7 4 ) v0 ) 3 ) ( + v0 31 ) ) ) ( <= ( - ( max ( min ( * v1 4 ) 1999 ) ( + v2 6 ) ) 5 ) ( - v2 2 ) ) ) ( >= ( + v2 1 ) ( + v2 1 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
1764,( && ( && ( && ( && ( && ( && 1 ( <= ( + -5 v0 ) ( + -5 v0 ) ) ) ( >= ( + ( - ( - 6 5 ) 1 ) v0 ) ( + ( - ( - 6 5 ) 1 ) v0 ) ) ) ( <= 0 0 ) ) ( >= ( - 8 1 ) ( - 8 1 ) ) ) ( <= ( + ( * v1 4 ) 0 ) ( * v1 4 ) ) ) ( >= ( + ( * v1 4 ) 3 ) ( + ( min ( * v1 4 ) 5 ) 3 ) ) )
1765,( == ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 3 ) 4 ) 0 ) ( / ( + v2 3 ) 4 ) ) ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 3 ) 4 ) 0 ) ( / ( + v2 3 ) 4 ) ) )
1766,( == ( + ( * v0 4 ) ( + ( * v1 68 ) v2 ) ) ( + ( * v0 4 ) ( + ( * v1 68 ) v2 ) ) )
1767,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) v0 ) 0 ) 3 ) ( - v0 3 ) ) ) ( >= ( - ( + ( + ( * 4 4 ) v0 ) 3 ) 3 ) ( + v0 13 ) ) ) ( <= ( - ( max ( + v1 8 ) ( + v2 v3 ) ) 3 ) ( - v1 4 ) ) ) ( >= ( + v1 5 ) ( + v1 5 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) )
1768,( == ( - v0 1 ) ( - ( + ( - v0 1 ) ( - 13 ( max ( * ( - v1 v2 ) 8 ) 5 ) ) ) 1 ) )
1769,( <= ( max ( + ( min 499 ( - ( + v2 ( + ( min v1 1 ) 1 ) ) 1 ) ) 1 ) ( min ( max 0 v2 ) ( + ( + ( min v1 1 ) 1 ) v2 ) ) ) ( min ( max 0 v2 ) ( + ( + ( min v1 1 ) 1 ) v2 ) ) )
1770,( == ( - v0 ( max ( min ( / ( + ( + v1 v2 ) 47 ) 16 ) 124 ) 0 ) ) ( - v0 ( max ( min ( / ( + ( + v1 v2 ) 47 ) 16 ) 124 ) 0 ) ) )
1771,( == ( + ( * ( + ( / ( - v0 19 ) 8 ) ( / ( + ( % ( + v0 5 ) 8 ) 22 ) 8 ) ) 8 ) ( + ( * v1 4 ) v2 ) ) ( + ( * ( + ( / ( - v0 19 ) 8 ) ( / ( + ( % ( + v0 5 ) 8 ) 22 ) 8 ) ) 8 ) ( + ( * v1 4 ) v2 ) ) )
1772,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 124 4 ) v0 ) 3 ) ( + ( + ( * ( - ( + 125 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + ( + ( min ( * v1 2 ) 123 ) v2 ) v3 ) ( + ( + ( min ( * v1 2 ) 123 ) v2 ) v3 ) ) ) ( >= ( + ( + ( min ( * v1 2 ) 123 ) v2 ) v3 ) ( + ( + ( min ( * v1 2 ) 123 ) v2 ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
1773,( == ( / ( + v0 78 ) 64 ) ( / ( + v0 78 ) 64 ) )
1774,( == ( min ( / ( - 146 ( max ( * v0 28 ) 110 ) ) 4 ) ( + ( / ( - 142 ( max ( * v0 28 ) 110 ) ) 4 ) 1 ) ) ( min ( / ( - 146 ( max ( * v0 28 ) 110 ) ) 4 ) ( + ( / ( - 142 ( max ( * v0 28 ) 110 ) ) 4 ) 1 ) ) )
1775,( == ( - 10 ( * ( + v0 v1 ) 2 ) ) ( - 509 ( * ( + v0 v1 ) 2 ) ) )
1776,( == ( / ( + v0 73 ) 64 ) ( / ( + v0 73 ) 64 ) )
1777,( < ( - ( * ( + v0 v1 ) 4 ) 171 ) ( - ( * ( + ( + v0 1 ) v1 ) 4 ) 177 ) )
1778,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) ( - ( + ( * v0 1008 ) v1 ) 9 ) ) 0 ) 2 ) ( - ( + ( * v0 1008 ) v1 ) 11 ) ) ) ( >= ( - ( + ( + ( * 0 4 ) ( + ( + ( * v0 1008 ) v1 ) 1004 ) ) 3 ) 2 ) ( + ( + ( * v0 1008 ) v1 ) 1005 ) ) ) ( <= ( - ( + ( + ( * v2 126 ) v3 ) v4 ) 2 ) ( - ( + ( + ( * v2 126 ) v3 ) v4 ) 11 ) ) ) ( >= ( - ( + ( + ( * v2 126 ) v3 ) v4 ) 2 ) ( - ( + ( + ( * v2 126 ) v3 ) v4 ) 2 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) )
1779,( == ( + ( / v0 8 ) ( * v1 8 ) ) ( + ( / v0 8 ) ( * v1 8 ) ) )
1780,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 31 4 ) v0 ) 3 ) ( + ( + ( * 31 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + v1 v2 ) ( + v1 v2 ) ) ) ( >= ( + v1 v2 ) ( + v1 v2 ) ) ) ( <= v3 v3 ) ) ( >= ( - ( + v4 v3 ) 1 ) ( - ( + v4 v3 ) 1 ) ) )
1781,( >= 0 ( - ( + 0 ( + ( + ( / ( - 0 ( max ( - ( * ( max ( min ( * ( / v0 8 ) 2 ) 509 ) 10 ) 4 ) v1 ) ( + ( * v2 4 ) 52 ) ) ) 4 ) v2 ) 14 ) ) 1 ) )
1782,( == ( - ( + ( / v0 4 ) v1 ) ( min ( - ( / ( - ( + v2 v0 ) 1 ) 4 ) ( * v3 252 ) ) ( + ( / v0 4 ) 251 ) ) ) ( - ( + ( / v0 4 ) v1 ) ( min ( - ( / ( - ( + v2 v0 ) 1 ) 4 ) ( * v3 252 ) ) ( + ( / v0 4 ) 251 ) ) ) )
1783,( == ( + ( * v0 32 ) ( + ( * v1 8 ) v2 ) ) ( + ( * v0 32 ) ( + ( * v1 8 ) v2 ) ) )
1784,( == ( - ( min ( / ( + ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 8 ) 1007 ) 8 ) ( + ( * v3 4 ) 99 ) ) ( * ( + v3 v4 ) 4 ) ) ( - ( min ( / ( + ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 8 ) 1007 ) 8 ) ( + ( * v3 4 ) 99 ) ) ( * ( + v3 v4 ) 4 ) ) )
